time,open,high,low,close,vwap,volume,count
2025-05-28 04:30:00,271.16,271.17,271.16,271.17,271.16089542959554,1.4183136299999999,3.0
2025-05-28 04:35:00,271.17,273.26,271.17,273.26,272.9269666152803,368.5548154400002,63.0
2025-05-28 04:40:00,273.01,273.01,273.0,273.0,273.00338122733905,32.8716585,5.0
2025-05-28 04:45:00,273.04,274.34,273.04,274.32,273.4554326642446,8.845343930000002,24.0
2025-05-28 04:50:00,274.3,274.31,274.14,274.15,274.22280146081096,1.3046041499999999,6.0
2025-05-28 04:55:00,274.54,274.54,274.31,274.32,274.38921543181567,1.33775626,3.0
2025-05-28 05:00:00,274.06,274.06,274.01,274.01,274.02232657697016,2.89918055,6.0
2025-05-28 05:05:00,274.0,274.0,274.0,274.0,274.0,3.64870288,2.0
2025-05-28 05:10:00,274.06,274.29,273.74,273.91,274.06754871949914,9.318384980000001,16.0
2025-05-28 05:15:00,273.7,273.71,273.67,273.67,273.698990982784,5.25281969,6.0
2025-05-28 05:20:00,274.07,274.24,273.92,273.92,274.223061293747,10.67473,6.0
2025-05-28 05:25:00,273.72,273.72,273.31,273.31,273.3988151566895,0.6045879599999999,3.0
2025-05-28 05:30:00,273.22,273.22,272.53,272.53,272.7953061969035,1.76036741,6.0
2025-05-28 05:35:00,272.6,272.62,272.42,272.43,272.43541512172,6.80422323,18.0
2025-05-28 05:40:00,272.42,272.47,272.23,272.47,272.3487480542646,4.7155305,17.0
2025-05-28 05:45:00,272.51,272.51,272.2,272.2,272.35246524518584,0.7426856000000001,5.0
2025-05-28 05:50:00,271.93,271.94,271.93,271.94,271.939776918408,0.67239972,2.0
2025-05-28 05:55:00,272.03,272.03,272.03,272.03,272.03,0.03871893,1.0
2025-05-28 06:00:00,271.72,271.72,271.3,271.3,271.7165116591783,70.89238218000001,24.0
2025-05-28 06:05:00,271.48,271.89,271.48,271.89,271.66447542292127,0.9210756999999999,9.0
2025-05-28 06:10:00,271.55,271.61,271.26,271.26,271.52511689277196,1.61871557,4.0
2025-05-28 06:15:00,271.61,271.61,271.12,271.12,271.59752643782787,1.3299088000000001,5.0
2025-05-28 06:20:00,271.11,271.11,270.25,270.25,270.5296486145891,311.22470856,35.0
2025-05-28 06:25:00,270.25,270.25,269.99,270.04,270.2220643481396,34.90974866,8.0
2025-05-28 06:30:00,270.25,270.25,269.99,270.04,270.2220643481396,0.0,0.0
2025-05-28 06:35:00,269.65,269.66,269.55,269.65,269.6442097235654,24.125508699999997,5.0
2025-05-28 06:40:00,269.88,270.12,269.88,270.12,270.0254013869812,4.900569630000001,7.0
2025-05-28 06:45:00,270.3,270.32,270.3,270.31,270.31883346877305,28.394799499999998,8.0
2025-05-28 06:50:00,270.33,270.88,270.33,270.88,270.77653832425534,7.80789834,18.0
2025-05-28 06:55:00,270.89,270.89,270.67,270.67,270.7800106127553,1.32494339,4.0
2025-05-28 07:00:00,270.46,270.46,269.84,269.84,269.9527436718068,0.3437,2.0
2025-05-28 07:05:00,270.01,270.68,270.01,270.68,270.2014461837597,2.30098525,12.0
