time,open,high,low,close,vwap,volume,count
2025-05-28 04:30:00,272.5,273.26,272.5,273.0,272.9371572295135,400.28514164000023,57.0
2025-05-28 04:45:00,273.04,274.54,273.04,274.32,273.6513191697445,11.487704340000002,33.0
2025-05-28 05:00:00,274.06,274.29,273.74,273.91,274.0437515446583,15.86626841,24.0
2025-05-28 05:15:00,273.7,274.24,273.31,273.31,274.02640335345257,16.53213765,15.0
2025-05-28 05:30:00,273.22,273.22,272.23,272.47,272.4523471449751,13.280121139999995,41.0
2025-05-28 05:45:00,272.51,272.51,271.93,272.03,272.15300439987016,1.4538042500000001,8.0
2025-05-28 06:00:00,271.72,271.89,271.26,271.26,271.7116399117638,73.43217345000004,37.0
2025-05-28 06:15:00,271.61,271.61,269.99,270.04,270.5028328883441,347.46436602000006,48.0
2025-05-28 06:30:00,269.65,270.12,269.55,270.12,269.70856758368365,29.02607833,12.0
2025-05-28 06:45:00,270.3,270.89,270.3,270.67,270.4303445164359,37.527641229999986,30.0
2025-05-28 07:00:00,270.46,270.68,269.84,269.92,270.092810744375,7.26661979,19.0
2025-05-28 07:15:00,270.12,270.27,269.13,269.75,269.42267969211184,177.72471523999994,51.0
2025-05-28 07:30:00,269.62,270.06,269.24,270.06,269.8206995257379,209.55344323999998,58.0
2025-05-28 07:45:00,270.22,270.22,269.05,269.1,269.42877518313907,107.18487815,28.0
2025-05-28 08:00:00,269.32,269.46,269.11,269.19,269.3467416989801,39.66106508000001,15.0
2025-05-28 08:15:00,269.46,271.02,269.46,270.88,270.7701346940015,9.36443187,28.0
2025-05-28 08:30:00,270.15,271.17,270.13,271.17,270.2975340959369,103.05099771999996,34.0
2025-05-28 08:45:00,271.06,271.18,270.46,270.92,270.5702664950702,14.902760100000004,20.0
2025-05-28 09:00:00,270.4,270.6,269.96,270.02,270.3285449029358,12.426149530000002,22.0
2025-05-28 09:15:00,268.96,269.16,268.9,268.95,268.9689657451414,5.557201739999999,7.0
2025-05-28 09:30:00,269.03,269.19,268.6,268.96,269.00047249950927,43.81216508,24.0
2025-05-28 09:45:00,269.27,269.27,268.5,268.5,268.984026887431,9.025131450000002,12.0
2025-05-28 10:00:00,268.56,268.56,267.03,268.2,267.5228185033024,31.49158414000001,54.0
2025-05-28 10:15:00,268.35,268.49,267.4,268.49,268.13666250884165,358.4412502400002,102.0
2025-05-28 10:30:00,268.86,269.47,268.86,269.08,269.1205199634322,5.44112475,32.0
2025-05-28 10:45:00,269.33,269.37,269.29,269.29,269.30732768331916,0.6760573,6.0
2025-05-28 11:00:00,269.42,270.08,269.27,269.28,269.95448787311983,83.22994064999997,29.0
2025-05-28 11:15:00,269.67,269.99,269.17,269.29,269.70446463569664,15.40677656,18.0
2025-05-28 11:30:00,269.58,270.11,269.58,269.65,269.9693528722647,31.023106419999998,32.0
2025-05-28 11:45:00,269.7,269.8,269.57,269.8,269.66354819593704,6.8603179,13.0
2025-05-28 12:00:00,269.87,270.0,269.59,269.91,269.84833651807406,41.32585989,13.0
2025-05-28 12:15:00,270.13,270.98,270.13,270.57,270.61931786889136,13.27042219,29.0
2025-05-28 12:30:00,270.68,270.68,269.8,270.09,270.1322020397278,69.38236352999996,46.0
2025-05-28 12:45:00,270.08,270.08,269.12,269.44,269.4322633293485,113.27501186999997,39.0
2025-05-28 13:00:00,269.44,270.19,269.25,270.14,270.09337573239037,78.72231053,38.0
2025-05-28 13:15:00,269.9,270.08,269.38,270.08,269.64845854433287,2.7563122899999994,15.0
2025-05-28 13:30:00,269.64,270.91,269.42,269.73,270.1565243200626,22.775975499999998,22.0
2025-05-28 13:45:00,269.64,269.64,268.17,268.41,268.5386695866207,495.4576474400001,72.0
2025-05-28 14:00:00,267.83,268.28,267.56,268.2,268.0676702913249,218.00540217999995,68.0
2025-05-28 14:15:00,267.43,268.01,265.41,267.88,266.18940686385145,1162.631044549999,196.0
2025-05-28 14:30:00,267.88,267.9,266.73,267.0,267.22836124933417,163.71304613999993,59.0
2025-05-28 14:45:00,266.87,267.1,265.67,266.1,266.138621493821,287.12174701999993,78.0
2025-05-28 15:00:00,266.31,266.52,264.87,265.33,265.8158836742493,29.896028050000016,51.0
2025-05-28 15:15:00,265.1,267.76,265.1,267.26,267.1315482211307,36.21332863,51.0
2025-05-28 15:30:00,266.81,267.09,266.73,267.06,266.94076503106555,400.47199399,33.0
2025-05-28 15:45:00,266.01,266.01,264.26,264.27,264.5003960267718,159.43144048999997,38.0
2025-05-28 16:00:00,264.35,265.03,264.33,264.48,264.62536496603144,114.54452413999998,48.0
2025-05-28 16:15:00,264.58,264.99,264.0,264.56,264.46054950974286,365.07236116,145.0
2025-05-28 16:30:00,264.55,264.71,264.0,264.01,264.3596301414408,550.2276572700001,144.0
2025-05-28 16:45:00,264.07,264.9,264.07,264.9,264.3438755892746,36.54717779999999,28.0
2025-05-28 17:00:00,264.92,266.7,264.92,266.33,266.4085551687797,192.72139892999996,65.0
2025-05-28 17:15:00,266.34,266.38,264.65,265.33,265.4497255846897,1.6227046500000002,13.0
